canonical_name,benchmark_score,tier
Intel Pentium Gold G5420T,3508,B
Intel Core i3-4340,3506,B
Samsung Exynos 9820,3505,B
Intel Xeon E5-2407 v2,3504,B
Intel Core i3-4160,3495,B
Intel Xeon W3580,3495,B
Intel Core i5-4340M,3491,B
AMD A10-7870K,3485,B
AMD Opteron 4365 EE,3485,B
Intel Core i5-6267U,3478,B
AMD Opteron 6164 HE,3478,B
AMD A10-7890K,3477,B
Intel Core i7-2635QM,3466,B
Intel Core i3-4350,3459,B
Intel Core i5-2500S,3459,B
AMD A10 PRO-7850B APU,3458,B
"Qualcomm Technologies, Inc KHAJE",3458,B
Samsung Exynos 9825,3452,B
Intel Xeon E5-1603,3448,B
AMD A12-9800E,3447,B
AMD A12-9800,3447,B
Intel Xeon X5698,3447,B
Intel Celeron G6900,3446,B
AMD Athlon X4 860K,3436,B
AMD PRO A10-8770,3434,B
Intel Core i3-7100H,3430,B
AMD Embedded R-Series RX-418GD Radeon R6,3426,B
Intel Core i3-1110G4,3421,B
Intel Core i5-L16G7,3421,B
Intel Core i5-7200U,3409,B
Intel Pentium Silver N5020,3404,B
MT6833,3404,B
Samsung Exynos 9810,3401,B
AMD Opteron 4226,3400,B
Intel Core i7-6560U,3398,B
MT6833V/ZA,3396,B
Intel Xeon E5-4603,3391,B
Intel Xeon W5580,3386,B
AMD Athlon X4 870K,3383,B
AMD Opteron 6136,3381,B
Intel Core i5-2300,3380,B
AMD Opteron X3421 APU,3375,B
Intel Core i7-975,3370,B
AMD FX-B4150 Quad-Core,3369,B
Intel Core i3-4370T,3368,B
AMD A10-7850K APU,3363,B
Intel Core i3-4150,3360,B
MT6781V/CD,3356,B
Intel Xeon W3570,3354,B
MT6785,3348,B
AMD PRO A8-9600,3347,B
AMD Phenom II X6 1405T,3335,B
AMD A10-7860K,3333,B
MT6853V/TNZA,3332,B
Intel Xeon W3565,3331,B
AMD FX-4150 Quad-Core,3327,B
Intel Xeon D-1520,3324,B
AMD Phenom II X6 1065T,3320,B
AMD A10-8750,3320,B
Intel Core i3-6100E,3315,B
Intel Core i7-6498DU,3303,B
AMD Embedded R-Series RX-421BD,3302,B
Intel Xeon L5609,3298,B
AMD A8-9600,3291,B
Intel Core i3-4130,3291,B
Intel Core i7-965,3288,B
AMD Athlon X4 840,3287,B
MT6833V/PNZA,3286,B
AMD Phenom II X6 1075T,3284,B
Intel Core i3-7167U,3280,B
Intel Core i7-6500U,3278,B
Intel Core i3-10110Y,3278,B
Hisilicon Kirin820,3273,B
"Qualcomm Technologies, Inc SM7225",3271,B
Intel Xeon X5570,3270,B
AMD FX-9830P,3268,B
AMD Ryzen Embedded R1305G,3268,B
MT6833V/NZA,3266,B
AMD FX-4350 Quad-Core,3262,B
Intel Core i5-6360U,3260,B
Intel Core i5-6300U,3259,B
AMD Ryzen Embedded V1202B,3253,B
Intel Core i5-4400E,3251,B
AMD FX-4330,3248,B
Intel Core i7-960,3245,B
Intel Core i3-4570T,3244,B
Intel Pentium D1508,3240,B
Intel Xeon X3480,3240,B
Intel Xeon W5590,3239,B
Intel Pentium Gold G5500T,3234,B
Intel Xeon L5638,3225,B
"Qualcomm Technologies, Inc SM7250",3225,B
AMD A8-7670K,3224,B
Intel Core i7-2715QE,3221,B
MediaTek MT6853T,3217,B
Intel Core i5-5287U,3216,B
AMD A8-7600 APU,3215,B
Intel Core i5-4330M,3208,B
Intel Core i5-6260U,3207,B
AMD PRO A8-8650B,3203,B
"Qualcomm Technologies, Inc LAGOON",3202,B
AMD Phenom II X6 1055T,3195,B
"Qualcomm Technologies, Inc ATOLL-AB",3195,B
Intel Xeon X3470,3194,B
Intel Xeon W3550,3193,B
06/9c,3191,B
AMD A10 PRO-7800B APU,3184,B
AMD PRO A12-9800E,3182,B
Intel Core i7-5557U,3181,B
Intel Core i7-4600M,3180,B
ARM Neoverse-N1 4 Core 0 MHz,3176,B
AMD A12-9730P,3172,B
Intel Core i5-6198DU,3170,B
Intel Celeron N5100,3165,B
Intel Core i3-4360T,3164,B
Intel Core i3-4170T,3162,B
MediaTek MT6785V/CD,3162,B
Intel Core i5-2400S,3160,B
AMD A10-6800K APU,3158,B
Intel Atom C3858,3154,B
Intel Core i7-950,3154,B
AMD A10-7700K APU,3153,B
"Qualcomm Technologies, Inc SDM730G AIE",3148,B
AMD A10-7800 APU,3142,B
AMD Opteron X3418 APU,3137,B
Intel Core i5-4570T,3136,B
AMD FX-4200 Quad-Core,3134,B
Intel Core i3-4160T,3133,B
MT8786V/CA,3131,B
Intel Pentium G4600T,3130,B
AMD A10-6790K APU,3124,B
Intel Core i3-10100Y,3120,B
Intel Pentium Gold G5400T,3119,B
Intel Core i7-875K,3119,B
Intel Core i5-4310M,3119,B
Intel Core i5-4200H,3113,B
AMD FX-4170 Quad-Core,3109,B
AMD PRO A10-8770E,3106,B
Intel Core i5-4570TE,3106,B
Snapdragon 7c Gen 2 @ 2.55,3103,B
Intel Xeon X5560,3100,B
Intel Core i3-4330T,3098,B
"Qualcomm Technologies, Inc LITO",3097,B
AMD FX-870K Quad Core,3094,B
AMD FX-4320,3092,B
"Qualcomm Technologies, Inc SDM720G",3091,B
AMD A10-6700 APU,3090,B
Intel Core i3-6100TE,3085,B
AMD PRO A12-8870E,3083,B
Intel Core i7-870,3074,B
MT6853V/NZA,3072,B
AMD Athlon Silver 3050U,3067,B
Intel Core i7-940,3066,B
vendor Kirin710,3066,B
ZHAOXIN KaiXian KX-U6580,3066,B
Intel Core i5-4308U,3064,B
AMD Opteron 2435,3061,B
Intel Core i5-24050S,3061,B
Intel Xeon W3530,3045,B
Intel Core i5-5257U,3044,B
MediaTek MT6785V/CC,3043,B
Intel Core i3-6100H,3041,B
Intel Pentium Silver J5005,3040,B
AMD Phenom II X6 1045T,3034,B
Intel Core i5-6200U,3030,B
Intel Core i7-4578U,3026,B
Intel Core i5-4300M,3025,B
Intel Pentium GOLD 6500Y,3024,B
"Qualcomm Technologies, Inc SM7125",3015,B
AMD A8-7650K,3013,B
Intel Core i7-5650U,3007,B
Intel Core i5-3380M,3006,B
SMDK4x12,3006,B
Intel Core i7-4610M,3002,B
Intel Celeron J4125,2994,B
Intel Core m3-8100Y,2991,B
"Qualcomm Technologies, Inc SDM765G 5G",2990,B
AMD PRO A8-8670E,2989,B
Intel Xeon X5550,2988,B
Hisilicon Kirin810,2986,B
Intel Core i3-7130U,2983,B
"Qualcomm Technologies, Inc SM7150",2983,B
Intel Core i7-5600U,2982,B
Intel Core i5-2405S,2980,B
"Qualcomm Technologies, Inc SDMMAGPIEP",2980,B
Intel Pentium Silver N6000,2979,B
Intel Xeon E5-2637,2978,B
AMD A8-6600K APU,2977,B
Intel Core i5-3470T,2958,B
Intel Core i7-4558U,2956,B
Intel Core i7-4560U,2950,B
AMD Phenom II X6 1035T,2947,B
AMD A10-9700E,2947,B
Intel Xeon L5630,2943,B
Intel Core i5-2500T,2942,B
AMD Athlon X4 760K Quad Core,2941,B
Intel Celeron G5925,2939,B
AMD FX-4300 Quad-Core,2937,B
AMD Opteron 2431,2936,B
AMD A10-5800K APU,2936,B
Intel Core m3-7Y32,2935,B
AMD Opteron 6128 HE,2932,B
Intel Pentium G4520,2926,B
Intel Core i7-880,2920,B
Intel Core i5-4210H,2918,B
AMD Athlon Silver 3050e,2918,B
AMD Ryzen 3 3250C,2917,B
Intel Celeron J4105,2911,B
Intel Core i7-3540M,2911,B
Intel Pentium G4560T,2909,B
Intel Core i7-5550U,2908,B
HiSilicon Kirin 970,2908,B
"Qualcomm Technologies, Inc SDMMAGPIE",2906,B
Intel Atom x6425RE,2903,B
AMD Athlon X4 830,2901,B
AMD A10-9630P,2899,B
AMD A8-6500B APU,2898,B
AMD FX-670K Quad-Core,2897,B
AMD A10-5800B APU,2897,B
AMD PRO A10-8750B,2897,B
AMD PRO A10-9700E,2896,B
Intel Core i5-4210M,2893,B
Intel Core i7-860,2890,B
Intel Xeon W3540,2890,B
Intel Core i3-4350T,2888,B
Intel Core i7-3520M,2879,B
Intel Core i7-930,2877,B
Intel Core i3-4130T,2874,B
Intel Xeon E5-2403 v2,2873,B
AMD Opteron 4184,2872,B
Intel Core i3-4150T,2867,B
AMD FX-7600P APU,2856,B
Intel Core i5-3360M,2846,B
AMD Phenom II X4 980,2829,B
AMD A8-6500 APU,2826,B
AMD Opteron 6128,2826,B
Intel Core i5-8210Y,2825,B
AMD Opteron 3350 HE,2825,B
AMD A10-6800B APU,2824,B
Intel Xeon X3450,2818,B
Intel Celeron G5905,2815,B
Intel Core i5-4278U,2814,B
Intel Core i5-7Y57,2814,B
Intel Xeon X3460,2814,B
Samsung Exynos 8895,2807,B
AMD A8-5600K APU,2803,B
AMD FX-8800P,2801,B
Snapdragon 7c,2800,B
AMD A8 PRO-7600B APU,2793,B
Intel Core i3-6157U,2790,B
Intel Celeron G5900,2790,B
AMD Opteron 6172,2789,B
AMD Athlon X4 750K Quad Core,2787,B
Intel Xeon W3520,2787,B
Intel Core i7-870S,2786,B
Intel Core2 Extreme X9775,2780,B
Intel Core i5-4200M,2776,B
Intel Atom C2750,2775,B
AMD A8-8650,2774,B
Rockchip RK3399,2770,B
Intel Core 860,2754,B
Intel Xeon E5-2603 v2,2751,B
Intel Core i5-7Y54,2741,B
Intel Core i7-920,2741,B
Intel Core i5-5300U,2740,B
MediaTek MT6779V/CE,2740,B
Intel Xeon E5540,2738,B
AMD A10-5700 APU,2735,B
Intel Pentium G4500,2734,B
AMD FX-4130 Quad-Core,2730,B
AMD RX-427BB,2729,B
AMD PRO A12-9800B,2729,B
AMD RX-425BB,2724,B
Intel Core i3-7100U,2721,B
AMD 3015e,2720,B
Intel Core i7-5500U,2719,B
AMD A6-9400,2717,B
Intel Celeron G4950,2714,B
Intel Xeon X5470,2709,B
AMD A8-5500B APU,2707,B
Intel Celeron J4115,2706,B
Intel Xeon X5492,2705,B
Intel Xeon E5-2407,2699,B
Intel Pentium Silver N5030,2695,B
Intel Xeon E5607,2686,B
Intel Core i7-4600U,2685,B
Intel Core i5-4402E,2681,B
Intel Xeon X3440,2680,B
Intel Core i3-4110M,2678,B
Intel Core i7-7Y75,2666,B
AArch64 rev 0 (aarch64),2656,B
AMD Athlon X4 740 Quad Core,2655,B
Intel Core i7-3687U,2653,B
Intel Core i3-3250T,2650,B
Intel Celeron G5900T,2648,B
Intel Core i5-3320M,2646,B
AMD Phenom II X4 970,2644,B
Intel Core i3-6100U,2640,B
Intel Core i5-3340M,2636,B
Intel Xeon X5482,2636,B
AMD FirePro A320 APU,2634,B
"Qualcomm Technologies, Inc SM6150",2634,B
ARM D2000/8 8 Core 2300 MHz,2633,B
Intel Core2 Extreme X9770,2632,B
Intel Xeon E5-2609,2623,B
AMD PRO A12-8800B,2622,B
Intel Core i5-5350U,2614,B
Intel Xeon E5530,2614,B
Intel Core i5-4288U,2612,B
AMD A12-9720P,2608,B
Intel Core i5-680,2603,B
AMD PRO A10-9700B,2602,B
AMD Athlon II X4 559,2602,B
Intel Pentium G4400,2599,B
Intel Core i5-760,2599,B
1-Unisoc,2596,B
Intel Core i7-4510U,2595,B
Intel Pentium Silver N5000,2593,B
Intel Xeon L3426,2590,B
Intel Core m3-7Y30,2589,B
Intel Core i3-5157U,2588,B
Intel Core i7-8500Y,2587,B
Intel Xeon X5460,2586,B
AMD FX-770K Quad-Core,2578,B
AMD A8-5500 APU,2577,B
Hisilicon Kirin970,2577,B
AMD Phenom II X4 B65,2576,B
MT6768G,2572,B
Intel Celeron G4930,2571,B
AMD Athlon II X4 557,2567,B
AMD FX-4100 Quad-Core,2565,B
Intel Core i3-7020U,2564,B
Intel Core i5-3610ME,2553,B
AMD Phenom II X4 965,2546,B
AMD Phenom II X4 975,2544,B
"Qualcomm Technologies, Inc SM4350",2543,B
"Qualcomm Technologies, Inc MSM8998",2540,B
Apple A9X,2537,B
AMD Phenom II X4 B99,2536,B
Intel Core i7-4500U,2529,B
Intel Xeon L5530,2522,B
Intel Core i3-7102E,2521,B
Intel Core i5-4258U,2518,B
Intel Pentium G4500T,2518,B
AMD A10-9620P,2518,B
Intel Core i5-3230M,2513,B
Intel Core i5-4300U,2512,B
Intel Core i5-670,2511,B
Intel Core i5-5250U,2504,B
Intel Core i5-5200U,2502,B
Intel Celeron N4120,2501,B
AMD Phenom II X4 B97,2498,B
AMD Phenom II X4 850,2496,B
Intel Core i5-750,2495,B
Intel Xeon L7455,2494,B
AMD 3020e,2492,B
Intel Core i5-4310U,2490,B
Intel Xeon E5472,2490,B
Intel Xeon E5450,2486,B
Intel Celeron G5920,2482,B
AMD FX-7600P,2481,B
Intel Core i3-3245,2480,B
AMD Opteron 8439 SE,2479,B
Intel Xeon E5520,2479,B
AMD Phenom II X4 B55,2465,B
Unisoc T610,2464,B
Intel Core i5-661,2462,B
Intel Xeon D-1602,2459,B
Intel Core2 Extreme X9650,2455,B
Intel Celeron N4100,2451,B
Intel Core i5-3210M,2449,B
AMD Phenom II X4 B60,2449,B
Intel Celeron G4900,2448,B
Intel Core i3-4100M,2447,B
Intel Core i7-4610Y,2446,B
Intel Xeon X3370,2446,B
AMD Athlon II X4 650,2440,B
Intel Core i7-2640M,2439,B
Snapdragon 850,2437,B
AMD Phenom II X4 955,2432,B
MediaTek MT6779V/CU,2429,B
Intel Pentium G3470,2428,B
Intel Core i7-2620M,2427,B
Intel Core i7-860S,2424,B
AMD A12-9700P,2422,B
Intel Core i7-4650U,2421,B
Intel Core i7-3667U,2418,B
MediaTek MT6771V/CT,2418,B
AMD Athlon II X4 553,2418,B
"Qualcomm Technologies, Inc SM6115",2416,B
AArch64 rev 1 (aarch64),2413,B
Intel Core2 Quad Q9650,2411,B
MT6771V/WL,2411,B
Intel Core i7-3537U,2406,B
Intel Celeron G4920,2406,B
Intel Atom C3558,2405,B
MT6769H,2404,B
Intel Celeron G4900T,2403,B
Intel Core i3-3250,2401,B
HiSilicon Kirin 960,2401,B
Intel Xeon X5450,2400,B
T610-Unisoc,2400,B
T618,2393,B
AMD PRO A12-8830B,2392,B
AMD PRO A10-8730B,2388,B
AMD PRO A8-9600B,2388,B
Unisoc ums512,2384,B
AMD Opteron 4170 HE,2382,B
Intel Core m7-6Y75,2380,B
AMD Phenom II X4 977,2377,B
Intel Core m5-6Y57,2374,B
MediaTek MT6779V/CV,2372,B
Intel Celeron G3950,2369,B
Intel Pentium J4205,2367,B
Intel Celeron N4505,2367,B
Apple A8X,2366,B
Intel Core i5-2390T,2364,B
Intel Pentium 6405U,2363,B
Intel Xeon E5-2403,2363,B
MT6769V/CT,2363,B
Intel Xeon E5-2603,2362,B
AMD Phenom II X4 840,2355,B
Intel Core i7-4550U,2354,B
Intel Core i5-660,2352,B
Intel Core i3-6102E,2349,B
Intel Core2 Extreme X9750,2348,B
AMD Opteron 4130,2347,B
AMD Phenom II X4 B35,2341,B
Intel Xeon E5440,2340,B
AMD Athlon II X4 651 Quad-Core,2338,B
MediaTek MT6771V/C,2337,B
AMD A8-3870K APU,2336,B
Intel Core i5-4260U,2331,B
Intel Xeon X5365,2331,B
AMD Phenom II X4 B95,2329,B
Intel Xeon E5606,2326,B
Intel Xeon X3360,2325,B
Hisilicon Kirin710,2323,B
"Qualcomm Technologies, Inc SDA660",2323,B
"Qualcomm Technologies, Inc SDM710",2323,B
Samsung Exynos 8890,2315,B
Intel Pentium G4400T,2312,B
AMD A10-6700T APU,2311,B
Intel Celeron G3920,2310,B
Intel Celeron G5905T,2310,B
AMD Athlon II X4 555,2310,B
Intel Xeon X3380,2308,B
Intel Core i3-2140,2307,B
Intel Core i5-4350U,2305,B
AMD Phenom II X4 B70,2303,B
AMD FX-9800P,2302,B
Intel Core i5-4210U,2300,B
AMD Athlon II X4 645,2298,B
Intel Core i5-2540M,2297,B
Intel Core i5-3437U,2293,B
Intel Core2 Quad Q9550,2291,B
MediaTek MT6769T,2291,B
Intel Core i3-3240,2287,B
Intel Pentium 5405U,2286,B
MediaTek MT6769Z,2285,B
Intel Pentium 1403 v2,2284,B
AMD Opteron 3260 HE,2283,B
Intel Xeon X3363,2283,B
Intel Xeon E3-1220L V2,2278,B
MediaTek MT6769V/CB,2277,B
Intel Pentium 4417U,2276,B
Intel Core i3-6006U,2275,B
"Qualcomm Technologies, Inc SDM712",2275,B
AArch64 rev 2 (aarch64),2274,B
Intel Xeon L3360,2273,B
Intel Celeron G3930,2270,B
AMD Phenom II X4 840T,2269,B
Intel Core i5-3427U,2269,B
Intel Core2 Extreme Q6850,2268,B
Intel Core2 Extreme Q6800,2267,B
MediaTek MT6771V/WT,2266,B
AMD PRO A10-8700B,2262,B
AMD Phenom II X4 945,2261,B
Intel Xeon L5430,2260,B
Intel Core i3-4330TE,2255,B
Intel Xeon X3430,2253,B
Intel Core i7-940XM,2252,B
Intel Core i5-2520M,2252,B
AMD A10-8700P,2246,B
AMD A8-3850 APU,2244,B
"Qualcomm Technologies, Inc BENGALP",2241,B
AMD A8-8600P,2240,B
"Qualcomm Technologies, Inc BENGAL",2239,B
AMD Phenom II X4 B40,2238,B
AMD Phenom II X4 B50,2237,B
Intel Celeron J3455,2237,B
"Qualcomm Technologies, Inc SDM670",2232,B
"Qualcomm Technologies, Inc TRINKET",2231,B
Intel Xeon X3353,2229,B
AMD Phenom II X4 940,2228,B
MT6969T,2228,B
Intel Core i3-5020U,2226,B
Intel Core i3-3225,2222,B
Intel Celeron G3930TE,2218,B
AMD A10-9600P,2218,B
Intel Xeon X5472,2218,B
MediaTek MT6769V/CU,2216,B
Intel Core i5-650,2215,B
Intel Celeron G3900,2212,B
Intel Core i5-4200U,2211,B
Intel Xeon E5430,2210,B
Intel Celeron G4930T,2209,B
Intel Celeron N6211,2207,B
AMD Phenom II X4 973,2204,B
Intel Core i3-3220,2203,B
Unisoc T700,2203,B
Intel Pentium 4415U,2202,B
AMD Phenom II X4 960T,2196,B
Intel Core i5-4250U,2196,B
Intel Celeron 6305,2194,B
Intel Core i3-21050,2193,B
Intel Core2 Quad Q9500,2192,B
MediaTek MT6769V/WB,2192,B
Intel Core M-5Y51,2191,B
Intel Pentium G4400TE,2190,B
Unisoc T618,2184,B
AMD Athlon II X4 638 Quad-Core,2183,B
MT6765H,2183,B
MT6769V/CZ,2177,B
AMD Phenom II X4 925,2173,B
AMD Athlon II X4 640,2171,B
Intel Core i5-8200Y,2169,B
Intel Core i3-5010U,2166,B
AMD A8-3820 APU,2165,B
Intel Pentium G3460,2165,B
Intel Xeon L5520,2163,B
Intel Core m5-6Y54,2162,B
Unisoc ums9230,2161,B
AMD PRO A8-8600B,2160,B
MediaTek MT6771V/W,2160,B
Intel Xeon X3350,2158,B
"Qualcomm Technologies, Inc SDM665",2156,B
MediaTek MT6768V/CA,2154,B
AMD Phenom II X4 B45,2152,B
"Qualcomm Technologies, Inc SDM660",2148,B
AMD Athlon II X4 641 Quad-Core,2143,B
Intel Core i7-3517UE,2141,B
Intel Pentium N4200,2140,B
AMD A10-7400P,2140,B
Intel Celeron J3455E,2139,B
Virtual,2137,B
AMD A8-7200P,2135,B
Intel Core i5-2560M,2131,B
Intel Pentium G3440,2129,B
MediaTek MT6763V/CE,2129,B
Intel Pentium G3430,2125,B
AMD Athlon X4 640,2115,B
Hardkernel ODROID-N2Plus,2115,B
Intel Core i3-3210,2112,B
Intel Celeron G3930T,2109,B
Intel Core2 Quad Q9450,2109,B
AMD Phenom II X4 B25,2108,B
AMD Athlon II X4 635,2108,B
Intel Pentium G3440T,2107,B
AMD 3015Ce,2105,B
AMD Phenom II X4 B93,2104,B
MediaTek MT6797X,2104,B
AMD Phenom II X4 820,2103,B
Intel Atom E3950,2101,B
Intel Core M-5Y31,2095,B
"Qualcomm Technologies, Inc SM6225",2095,B
Intel Core i5-2415M,2094,B
"Qualcomm Technologies, Inc SM6125",2094,B
AMD Athlon II X4 630,2093,B
Intel Core i3-2125,2093,B
Intel Pentium G2140,2092,B
Intel Pentium G3258,2091,B
Intel Pentium G3450,2091,B
Intel Core i7-3517U,2089,B
T700-Unisoc,2088,B
Intel Core i5-2435M,2085,B
Intel Pentium 4405U,2085,B
AMD Athlon II X4 631 Quad-Core,2085,B
Intel Celeron G3900T,2085,B
AMD Opteron 1389,2079,B
AMD Athlon II X4 655,2078,B
AMD Opteron 2384,2074,B
Intel Core M-5Y71,2069,B
Intel Core2 Quad Q9400,2068,B
Intel Core i5-3337U,2067,B
Intel Xeon E5462,2067,B
Intel Core2 Quad Q6700,2062,B
AMD Opteron 3250 HE,2061,B
Intel Core i5-2450M,2060,B
AMD Opteron 4162 EE,2058,B
MediaTek MT6771V/WM,2057,B
Intel Atom C2758,2056,B
AMD A6-3670 APU,2055,B
Intel Xeon X3230,2052,B
Intel Xeon L5420,2051,B
Apple A9,2051,B
Intel Xeon E3-1220L,2050,B
Intel Pentium G3260,2049,B
AMD Phenom II X4 910e,2044,B
Intel Core i7-640M,2042,B
Intel Core m3-6Y30,2041,B
AMD A6-3650 APU,2037,B
Intel Core2 Quad Q8400,2036,B
Intel Celeron G3900E,2034,B
Intel Atom T5700,2030,B
Intel Core i3-2102,2029,B
Intel Xeon E7- 2830,2027,B
AMD Phenom II X4 830,2022,B
Intel Core i7-920XM,2021,B
Intel Core2 Quad Q9505,2020,B
Intel Core i3-5005U,2018,B
Intel Core i5-655K,2017,B
Intel Pentium G3450T,2016,B
Intel Core i3-3240T,2013,B
Intel Core2 Extreme Q9200,2011,B
Intel Core i5-2430M,2007,B
Intel Core i7-2655LE,1999,B
Intel Core i7-620M,1999,B
AMD Opteron 2427,1995,B
Intel Core i7-2677M,1993,B
HiSilicon Kirin 950,1991,B
Intel Pentium G3420,1990,B
AMD Athlon X4 750 Quad Core,1986,B
Intel Core i3-2130,1986,B
Intel Xeon X3320,1986,B
AMD A10-5757M APU,1985,B
"Qualcomm Technologies, Inc SDM662",1980,B
Intel Xeon X5355,1979,B
"Qualcomm Technologies, Inc 450",1978,B
Intel Core i3-4025U,1974,B
Intel Core i5-3317U,1972,B
AMD Athlon II X4 615e,1967,B
Intel Core i7-3689Y,1967,B
Intel Core2 Quad Q9300,1962,B
MT8788,1961,B
Intel Atom E3940,1960,B
AMD Athlon II X4 605e,1957,B
Intel Core i5-2410M,1954,B
Intel Atom E3900,1953,B
Intel Core i3-3220T,1949,B
Intel Core i3-4120U,1948,B
"Qualcomm Technologies, Inc SDM636",1947,B
Intel Xeon E5506,1946,B
AMD Phenom 9850B Quad-Core,1946,B
Samsung Exynos 9610,1942,B
Intel Core i3-5015U,1939,B
AMD A8-3800 APU,1939,B
Intel Celeron N3450,1938,B
AMD Athlon X4 730,1936,B
Intel Xeon X6550,1936,B
Intel Xeon E5603,1935,B
AMD Athlon II X4 620,1934,B
AMD A6-7480,1931,B
Intel Xeon E5420,1931,B
Intel Pentium G3250,1928,B
Intel Xeon E5507,1928,B
Intel Xeon X3330,1928,B
Intel Core i7-840QM,1928,B
Intel Celeron G1850,1926,B
Intel Core i3-2120,1926,B
AMD Athlon II X3 460,1924,B
AMD Athlon 5370 APU,1923,B
Intel Xeon E5410,1923,B
Intel Xeon L5410,1921,B
"Qualcomm Technologies, Inc SM4250",1920,B
Intel Pentium G3240,1919,B
AMD Opteron 3320 EE,1918,B
Intel Core i5-580M,1914,B
Intel Pentium G3420T,1912,B
"Qualcomm Technologies, Inc MSM8976SG",1912,B
AMD Opteron X2170 APU,1911,B
AMD A10 PRO-7350B APU,1910,B
AMD A10-4600M APU,1908,B
Samsung Exynos 9611,1908,B
Intel Core i5-3439Y,1907,B
Intel Core i5-4422E,1907,B
AMD Phenom II X4 B05e,1906,B
Intel Core M-5Y10a,1905,B
Intel Celeron N4500,1904,B
AMD Opteron 2419 EE,1902,B
AMD A10-5750M APU,1902,B
AMD Phenom II X4 920,1899,B
AMD Opteron 1385,1898,B
AMD Phenom II X4 905e,1895,B
Intel Pentium G2130,1895,B
AMD Phenom 9950 Quad-Core,1892,B
AMD PRO A6-8570,1889,B
Intel Core i5-2510E,1889,B
AMD PRO A6-8550B,1885,B
Intel Core M-5Y10,1885,B
Intel Core i5-2515E,1882,B
Intel Core i7-3555LE,1880,B
Intel Celeron 4305UE,1876,B
AMD PRO A6-9500,1875,B
Intel Core i3-4030U,1875,B
AMD Athlon II X4 610e,1871,B
Intel Core i3-2105,1871,B
Intel Pentium G2120,1870,B
AMD A6-9500,1864,B
AMD Opteron 2378,1864,B
"Qualcomm Technologies, Inc SDM460",1861,B
Intel Core i5-4230U,1853,B
Intel Core i3-4110U,1853,B
Intel Pentium 1403,1851,B
ARM Cortex-A53 6 Core 1896 MHz,1851,B
Intel Celeron G3900TE,1850,B
AMD Phenom II X4 810,1849,B
Intel Pentium G3220,1849,B
Intel Core i3-4100E,1848,B
MediaTek MT8183,1847,B
Intel Core i3-2310E,1845,B
Intel Core2 Extreme Q9300,1845,B
AMD Phenom II X3 B77,1844,B
AMD Phenom II X4 805,1844,B
AMD A8-5550M APU,1844,B
AMD A6-9500E,1841,B
UIS7862A,1839,B
Intel Xeon X3323,1837,B
AMD FX-7500 APU,1835,B
AMD Athlon II X3 455,1832,B
Intel Core i5-560M,1832,B
AMD A6-3620 APU,1830,B
AMD Phenom II X4 B15e,1825,B
Intel Core i3-3130M,1824,B
SAMSUNG Exynos7420,1824,B
Intel Core i3-2330E,1823,B
Intel Core M-5Y10c,1822,B
Intel Core i3-2100,1819,B
Intel Xeon X3220,1819,B
Intel Core i7-610E,1818,B
Intel Core i5-4302Y,1817,B
AMD A8-6500T APU,1816,B
Intel Xeon E5345,1814,B
Intel Core2 Quad Q8300,1814,B
Intel Core i7-2637M,1811,B
AMD Athlon X4 620,1810,B
"Qualcomm Technologies, Inc SDM632",1809,B
AMD Athlon II X3 445,1808,B
Intel Core M-5Y70,1807,B
AMD Phenom 9750 Quad-Core,1804,B
AMD A8-7410 APU,1801,B
AMD A6-7470K,1799,B
AMD Opteron 1381,1797,B
Intel Core2 Quad Q8200,1797,B
AMD Phenom II X940 Quad-Core,1797,B
AMD GX-420MC SOC,1796,B
AMD Athlon X4 530,1786,B
AMD Phenom X4 Quad-Core GP-9730,1784,B
Snapdragon 835,1784,B
AMD Athlon X3 455,1783,B
Intel Core i7-740QM,1782,B
AMD Athlon X3 435,1781,B
"Qualcomm Technologies, Inc SDM630",1780,B
Intel Core2 Quad Q6600,1778,B
AMD A8-6410 APU,1777,B
AMD Phenom II X4 910,1776,B
AMD A8-5557M APU,1774,B
AMD R-464L APU,1773,B
Intel Core i7-820QM,1768,B
AMD Phenom II N830 3+1,1768,B
AMD GX-420CA SOC,1767,B
Intel Core2 Quad Q9100,1764,B
AMD Athlon II X3 450,1763,B
Intel Xeon L5408,1761,B
AMD A10-4657M APU,1759,B
Intel Celeron G1840,1758,B
Intel Atom C3538,1756,B
Intel Pentium G3240T,1755,B
Intel Pentium G3260T,1755,B
Intel Core i5-540M,1752,B
MediaTek MT8768WT,1748,B
MT6765,1748,B
MT6797M,1745,B
Intel Core i3-4000M,1744,B
HP Hexa-Core 2.0GHz,1741,B
AMD A10-5745M APU,1738,B
AMD Athlon 5350 APU,1737,B
AMD Phenom 9600B Quad-Core,1736,B
AMD A6-7310 APU,1736,B
AMD GX-424CC SOC,1735,B
AArch64 rev 4 (aarch64),1735,B
AMD Opteron 2356,1733,B
Intel Core i5-2557M,1732,B
MT6752,1728,B
Intel Pentium G3250T,1726,B
MediaTek MT8768CT,1724,B
MediaTek MT6797T,1723,B
AMD Phenom X2 Dual-Core GE-6060,1722,B
AMD Athlon II X3 440,1718,B
Intel Core i3-4158U,1718,B
AMD A10-7300 APU,1715,B
"Qualcomm Technologies, Inc APQ8053",1712,B
AMD Athlon II X4 600e,1711,B
Intel Pentium G2030,1711,B
Intel Celeron G1630,1707,B
