canonical_name,cpu_name_normal,manufacturer,benchmark_score,cores,tdp,socket,category
Intel Pentium G4400TE,Pentium G4400TE,Intel,2190,2,35.0,FCLGA1151,Laptop
Unisoc T618,Unisoc T618,Unknown,2184,8,,unknown,Mobile/Embedded
AMD Athlon II X4 638 Quad-Core,Athlon II X4 638 Quad Core,Intel,2183,4,65.0,FM1,Desktop
MT6765H,MT6765H,Unknown,2183,8,,unknown,Mobile/Embedded
MT6769V/CZ,MT6769V/CZ,Unknown,2177,8,,unknown,Mobile/Embedded
AMD Phenom II X4 925,Phenom II X4 925,AMD,2173,4,95.0,AM3,Desktop
AMD Athlon II X4 640,Athlon II X4 640,AMD,2171,4,95.0,AM3,Desktop
Intel Core i5-8200Y,i5 8200Y,Intel,2169,2,5.0,FCBGA1515,Laptop
Intel Core i3-5010U,i3 5010U,Intel,2166,2,15.0,FCBGA1168,Laptop
AMD A8-3820 APU,A8 3820 APU,AMD,2165,4,65.0,FM1,Desktop
Intel Pentium G3460,Pentium G3460,Intel,2165,2,53.0,LGA1150,Desktop
Intel Xeon L5520,Xeon L5520,Intel,2163,4,60.0,LGA1366,Server
Intel Core m5-6Y54,m5 6Y54,Intel,2162,2,7.0,FCBGA1515,Laptop
Unisoc ums9230,Unisoc ums9230,Unknown,2161,8,,unknown,Mobile/Embedded
AMD PRO A8-8600B,PRO A8 8600B,AMD,2160,4,15.0,BGA (FP4),Laptop
MediaTek MT6771V/W,MediaTek MT6771V/W,Unknown,2160,8,,unknown,Mobile/Embedded
Intel Xeon X3350,Xeon X3350,Intel,2158,4,95.0,LGA775,Server
"Qualcomm Technologies, Inc SDM665","Qualcomm Technologies, Inc SDM665",Unknown,2156,8,,unknown,Mobile/Embedded
MediaTek MT6768V/CA,MediaTek MT6768V/CA,Unknown,2154,8,,unknown,Mobile/Embedded
AMD Phenom II X4 B45,Phenom II X4 B45,AMD,2152,4,,unknown,Unknown
"Qualcomm Technologies, Inc SDM660","Qualcomm Technologies, Inc SDM660",Unknown,2148,8,,unknown,Mobile/Embedded
AMD Athlon II X4 641 Quad-Core,Athlon II X4 641 Quad Core,Intel,2143,4,100.0,FM1,Desktop
Intel Core i7-3517UE,i7 3517UE,Intel,2141,2,17.0,BGA1023,Laptop
Intel Pentium N4200,Pentium N4200,Intel,2140,4,6.0,FCBGA1296,Laptop
AMD A10-7400P,A10 7400P,AMD,2140,4,35.0,FP3,Laptop
Intel Celeron J3455E,Celeron J3455E,Intel,2139,4,10.0,FCBGA1296,Desktop
Virtual,Virtual,Unknown,2137,4,,unknown,Mobile/Embedded
AMD A8-7200P,A8 7200P,AMD,2135,4,35.0,FP3,Laptop
Intel Core i5-2560M,i5 2560M,Intel,2131,2,,unknown,Unknown
Intel Pentium G3440,Pentium G3440,Intel,2129,2,53.0,LGA1150,Desktop
MediaTek MT6763V/CE,MediaTek MT6763V/CE,Unknown,2129,8,,unknown,Mobile/Embedded
Intel Pentium G3430,Pentium G3430,Intel,2125,2,54.0,FCLGA1150,Desktop
AMD Athlon X4 640,Athlon X4 640,AMD,2115,4,95.0,unknown,Unknown
Hardkernel ODROID-N2Plus,Hardkernel ODROID N2Plus,Unknown,2115,6,,unknown,Mobile/Embedded
Intel Core i3-3210,i3 3210,Intel,2112,2,55.0,LGA1155,Desktop
Intel Celeron G3930T,Celeron G3930T,Intel,2109,2,35.0,FCLGA1151,Desktop
Intel Core2 Quad Q9450,Core2 Quad Q9450,Intel,2109,4,95.0,LGA775,Desktop
AMD Phenom II X4 B25,Phenom II X4 B25,AMD,2108,4,,AM2+/AM3,Desktop
AMD Athlon II X4 635,Athlon II X4 635,AMD,2108,4,95.0,AM3,Desktop
Intel Pentium G3440T,Pentium G3440T,Intel,2107,2,35.0,LGA1150,Desktop
AMD 3015Ce,3015Ce,AMD,2105,2,6.0,FT5,Mobile/Embedded
AMD Phenom II X4 B93,Phenom II X4 B93,AMD,2104,4,95.0,AM3,Desktop
MediaTek MT6797X,MediaTek MT6797X,Unknown,2104,10,,unknown,Mobile/Embedded
AMD Phenom II X4 820,Phenom II X4 820,AMD,2103,4,95.0,AM3,Desktop
Intel Atom E3950,Atom E3950,Intel,2101,4,12.0,BGA1296,Laptop
Intel Core M-5Y31,M 5Y31,Intel,2095,2,4.5,FCBGA1234,Laptop
"Qualcomm Technologies, Inc SM6225","Qualcomm Technologies, Inc SM6225",Unknown,2095,8,,unknown,Mobile/Embedded
Intel Core i5-2415M,i5 2415M,Intel,2094,2,35.0,BGA1023,Desktop
"Qualcomm Technologies, Inc SM6125","Qualcomm Technologies, Inc SM6125",Unknown,2094,8,,unknown,Mobile/Embedded
AMD Athlon II X4 630,Athlon II X4 630,AMD,2093,4,95.0,AM3,Desktop
Intel Core i3-2125,i3 2125,Intel,2093,2,65.0,LGA1155,Desktop
Intel Pentium G2140,Pentium G2140,Intel,2092,2,55.0,LGA1155,Desktop
Intel Pentium G3258,Pentium G3258,Intel,2091,2,53.0,FCLGA1150,Desktop
Intel Pentium G3450,Pentium G3450,Intel,2091,2,53.0,FCLGA1150,Desktop
Intel Core i7-3517U,i7 3517U,Intel,2089,2,17.0,BGA1023,Laptop
T700-Unisoc,T700 Unisoc,Unknown,2088,8,,unknown,Mobile/Embedded
Intel Core i5-2435M,i5 2435M,Intel,2085,2,35.0,BGA1023,Laptop
Intel Pentium 4405U,Pentium 4405U,Intel,2085,2,15.0,FCBGA1356,Laptop
AMD Athlon II X4 631 Quad-Core,Athlon II X4 631 Quad Core,Intel,2085,4,100.0,FM1,Desktop
Intel Celeron G3900T,Celeron G3900T,Intel,2085,2,35.0,unknown,Desktop
AMD Opteron 1389,Opteron 1389,AMD,2079,4,75.0,AM2,Server
AMD Athlon II X4 655,Athlon II X4 655,AMD,2078,4,95.0,AM2+ (940-pin),Unknown
AMD Opteron 2384,Opteron 2384,AMD,2074,4,75.0,F (1207),Server
Intel Core M-5Y71,M 5Y71,Intel,2069,2,4.5,FCBGA1234,Laptop
Intel Core2 Quad Q9400,Core2 Quad Q9400,Intel,2068,4,95.0,LGA775,Desktop
Intel Core i5-3337U,i5 3337U,Intel,2067,2,17.0,BGA1023,Laptop
Intel Xeon E5462,Xeon E5462,Intel,2067,4,80.0,LGA771,Server
Intel Core2 Quad Q6700,Core2 Quad Q6700,Intel,2062,4,105.0,LGA775,Desktop
AMD Opteron 3250 HE,Opteron 3250 HE,AMD,2061,2,45.0,AM3+,Server
Intel Core i5-2450M,i5 2450M,Intel,2060,2,35.0,BGA1023,Laptop
AMD Opteron 4162 EE,Opteron 4162 EE,AMD,2058,6,35.0,F (1207),Server
MediaTek MT6771V/WM,MediaTek MT6771V/WM,Unknown,2057,8,,unknown,Mobile/Embedded
Intel Atom C2758,Atom C2758,Intel,2056,8,20.0,BGA 1283,"Laptop, Mobile/Embedded"
AMD A6-3670 APU,A6 3670 APU,AMD,2055,4,100.0,FM1,Desktop
Intel Xeon X3230,Xeon X3230,Intel,2052,4,95.0,LGA775,Server
Intel Xeon L5420,Xeon L5420,Intel,2051,4,50.0,LGA771,Server
Apple A9,A9,Apple,2051,2,,unknown,Mobile/Embedded
Intel Xeon E3-1220L,Xeon E3 1220L,Intel,2050,2,20.0,LGA1155,Server
Intel Pentium G3260,Pentium G3260,Intel,2049,2,53.0,LGA1150,Desktop
AMD Phenom II X4 910e,Phenom II X4 910e,AMD,2044,4,65.0,AM3,Desktop
Intel Core i7-640M,i7 640M,Intel,2042,2,35.0,BGA1288,Laptop
Intel Core m3-6Y30,m3 6Y30,Intel,2041,2,4.5,FCBGA1515,Laptop
AMD A6-3650 APU,A6 3650 APU,AMD,2037,4,100.0,FM1,Desktop
Intel Core2 Quad Q8400,Core2 Quad Q8400,Intel,2036,4,95.0,LGA775,Desktop
Intel Celeron G3900E,Celeron G3900E,Intel,2034,2,35.0,FCBGA1440,Laptop
Intel Atom T5700,Atom T5700,Intel,2030,4,,unknown,Laptop
Intel Core i3-2102,i3 2102,Intel,2029,2,65.0,FCLGA1155,Desktop
Intel Xeon E7- 2830,Xeon E7 2830,Intel,2027,4,105.0,LGA1567,Server
AMD Phenom II X4 830,Phenom II X4 830,AMD,2022,4,95.0,AM2+/AM3,Unknown
Intel Core i7-920XM,i7 920XM,Intel,2021,4,55.0,PGA988B,Laptop
Intel Core2 Quad Q9505,Core2 Quad Q9505,Intel,2020,4,95.0,LGA775,Desktop
Intel Core i3-5005U,i3 5005U,Intel,2018,2,15.0,FCBGA1168,Laptop
Intel Core i5-655K,i5 655K,Intel,2017,2,73.0,LGA1156,Desktop
Intel Pentium G3450T,Pentium G3450T,Intel,2016,2,35.0,LGA1150,Desktop
Intel Core i3-3240T,i3 3240T,Intel,2013,2,35.0,LGA1155,Desktop
Intel Core2 Extreme Q9200,Core2 Extreme Q9200,Intel,2011,4,,unknown,Desktop
Intel Core i5-2430M,i5 2430M,Intel,2007,2,35.0,PGA988B,Laptop
Intel Core i7-2655LE,i7 2655LE,Intel,1999,2,25.0,BGA1023,Desktop
Intel Core i7-620M,i7 620M,Intel,1999,2,35.0,BGA1288,Laptop
AMD Opteron 2427,Opteron 2427,AMD,1995,6,75.0,F (1207),Server
Intel Core i7-2677M,i7 2677M,Intel,1993,2,17.0,BGA1023,Laptop
HiSilicon Kirin 950,HiSilicon Kirin 950,Unknown,1991,8,,unknown,Mobile/Embedded
Intel Pentium G3420,Pentium G3420,Intel,1990,2,54.0,FCLGA1150,Desktop
AMD Athlon X4 750 Quad Core,Athlon X4 750 Quad Core,Intel,1986,4,65.0,FM2,Desktop
Intel Core i3-2130,i3 2130,Intel,1986,2,65.0,LGA1155,Desktop
Intel Xeon X3320,Xeon X3320,Intel,1986,4,95.0,LGA775,Server
AMD A10-5757M APU,A10 5757M APU,AMD,1985,4,35.0,FP2,Laptop
"Qualcomm Technologies, Inc SDM662","Qualcomm Technologies, Inc SDM662",Unknown,1980,8,,unknown,Mobile/Embedded
Intel Xeon X5355,Xeon X5355,Intel,1979,4,120.0,LGA771,Server
"Qualcomm Technologies, Inc 450","Qualcomm Technologies, Inc 450",Unknown,1978,8,,unknown,Mobile/Embedded
Intel Core i3-4025U,i3 4025U,Intel,1974,2,15.0,FCBGA1168,Laptop
Intel Core i5-3317U,i5 3317U,Intel,1972,2,17.0,BGA1023,Laptop
AMD Athlon II X4 615e,Athlon II X4 615e,AMD,1967,4,45.0,AM3,Desktop
Intel Core i7-3689Y,i7 3689Y,Intel,1967,2,13.0,FCBGA1023,Laptop
Intel Core2 Quad Q9300,Core2 Quad Q9300,Intel,1962,4,95.0,LGA775,Desktop
MT8788,MT8788,Unknown,1961,8,,unknown,Mobile/Embedded
Intel Atom E3940,Atom E3940,Intel,1960,4,9.5,unknown,Laptop
AMD Athlon II X4 605e,Athlon II X4 605e,AMD,1957,4,45.0,AM3,Desktop
Intel Core i5-2410M,i5 2410M,Intel,1954,2,35.0,"FCBGA1023, PPG",Laptop
Intel Atom E3900,Atom E3900,Intel,1953,4,,unknown,Laptop
Intel Core i3-3220T,i3 3220T,Intel,1949,2,35.0,LGA1155,Desktop
Intel Core i3-4120U,i3 4120U,Intel,1948,2,15.0,FCBGA1168,Laptop
"Qualcomm Technologies, Inc SDM636","Qualcomm Technologies, Inc SDM636",Unknown,1947,8,,unknown,Mobile/Embedded
Intel Xeon E5506,Xeon E5506,Intel,1946,4,80.0,LGA1366,Server
AMD Phenom 9850B Quad-Core,Phenom 9850B Quad Core,Intel,1946,4,95.0,unknown,Unknown
Samsung Exynos 9610,Samsung Exynos 9610,Unknown,1942,8,,unknown,Mobile/Embedded
Intel Core i3-5015U,i3 5015U,Intel,1939,2,15.0,FCBGA1168,Laptop
AMD A8-3800 APU,A8 3800 APU,AMD,1939,4,65.0,FM1,Desktop
Intel Celeron N3450,Celeron N3450,Intel,1938,4,6.0,FCBGA1296,Laptop
AMD Athlon X4 730,Athlon X4 730,AMD,1936,2,65.0,FM2,Desktop
Intel Xeon X6550,Xeon X6550,Intel,1936,4,130.0,LGA1567,Server
Intel Xeon E5603,Xeon E5603,Intel,1935,4,80.0,LGA1366,Server
AMD Athlon II X4 620,Athlon II X4 620,AMD,1934,4,95.0,AM3,Desktop
AMD A6-7480,A6 7480,AMD,1931,2,65.0,FM2+,Desktop
Intel Xeon E5420,Xeon E5420,Intel,1931,4,80.0,LGA771,Server
Intel Pentium G3250,Pentium G3250,Intel,1928,2,53.0,LGA1150,Desktop
Intel Xeon E5507,Xeon E5507,Intel,1928,4,80.0,LGA1366,Server
Intel Xeon X3330,Xeon X3330,Intel,1928,4,95.0,LGA775,Server
Intel Core i7-840QM,i7 840QM,Intel,1928,4,45.0,PGA988A,Laptop
Intel Celeron G1850,Celeron G1850,Intel,1926,2,54.0,FCLGA1150,Desktop
Intel Core i3-2120,i3 2120,Intel,1926,2,65.0,LGA1155,Desktop
AMD Athlon II X3 460,Athlon II X3 460,AMD,1924,3,95.0,AM3,Desktop
AMD Athlon 5370 APU,Athlon 5370 APU,AMD,1923,4,25.0,"AM1,FS1B",Desktop
Intel Xeon E5410,Xeon E5410,Intel,1923,4,80.0,LGA771,Server
Intel Xeon L5410,Xeon L5410,Intel,1921,4,50.0,LGA771,Server
"Qualcomm Technologies, Inc SM4250","Qualcomm Technologies, Inc SM4250",Unknown,1920,8,,unknown,Mobile/Embedded
Intel Pentium G3240,Pentium G3240,Intel,1919,2,53.0,FCLGA1150,Desktop
AMD Opteron 3320 EE,Opteron 3320 EE,AMD,1918,2,25.0,AM3+,Server
Intel Core i5-580M,i5 580M,Intel,1914,2,35.0,BGA1288,Laptop
Intel Pentium G3420T,Pentium G3420T,Intel,1912,2,35.0,LGA1150,Desktop
"Qualcomm Technologies, Inc MSM8976SG","Qualcomm Technologies, Inc MSM8976SG",Unknown,1912,8,,unknown,Mobile/Embedded
AMD Opteron X2170 APU,Opteron X2170 APU,AMD,1911,4,25.0,FT3,Server
AMD A10 PRO-7350B APU,A10 PRO 7350B APU,AMD,1910,4,19.0,FP3,Laptop
AMD A10-4600M APU,A10 4600M APU,AMD,1908,2,35.0,FS1r2,Laptop
Samsung Exynos 9611,Samsung Exynos 9611,Unknown,1908,8,,unknown,Mobile/Embedded
Intel Core i5-3439Y,i5 3439Y,Intel,1907,2,13.0,BGA1023,Desktop
Intel Core i5-4422E,i5 4422E,Intel,1907,2,25.0,FCBGA1364,Laptop
AMD Phenom II X4 B05e,Phenom II X4 B05e,AMD,1906,4,,unknown,Unknown
Intel Core M-5Y10a,M 5Y10a,Intel,1905,2,4.5,FCBGA1234,Laptop
Intel Celeron N4500,Celeron N4500,Intel,1904,2,6.0,FCBGA1338,Mobile/Embedded
AMD Opteron 2419 EE,Opteron 2419 EE,AMD,1902,6,60.0,F (1207),Server
AMD A10-5750M APU,A10 5750M APU,AMD,1902,4,35.0,FS1r2,Laptop
AMD Phenom II X4 920,Phenom II X4 920,AMD,1899,4,125.0,AM2+,Desktop
AMD Opteron 1385,Opteron 1385,AMD,1898,4,115.0,"AM2+,AM3",Server
AMD Phenom II X4 905e,Phenom II X4 905e,AMD,1895,4,65.0,AM3,Desktop
Intel Pentium G2130,Pentium G2130,Intel,1895,2,55.0,FCLGA1155,Desktop
AMD Phenom 9950 Quad-Core,Phenom 9950 Quad Core,Intel,1892,4,125.0,AM2+,Desktop
AMD PRO A6-8570,PRO A6 8570,AMD,1889,2,65.0,AM4,Desktop
Intel Core i5-2510E,i5 2510E,Intel,1889,2,35.0,PGA988B,Laptop
AMD PRO A6-8550B,PRO A6 8550B,AMD,1885,1,65.0,FM2+,Desktop
Intel Core M-5Y10,M 5Y10,Intel,1885,2,4.5,unknown,Laptop
Intel Core i5-2515E,i5 2515E,Intel,1882,2,35.0,BGA1023,Desktop
Intel Core i7-3555LE,i7 3555LE,Intel,1880,2,25.0,BGA1023,Laptop
Intel Celeron 4305UE,Celeron 4305UE,Intel,1876,2,15.0,FCBGA1528,"Laptop, Mobile/Embedded"
AMD PRO A6-9500,PRO A6 9500,AMD,1875,2,65.0,AM4,Desktop
Intel Core i3-4030U,i3 4030U,Intel,1875,2,15.0,FCBGA1168,Laptop
AMD Athlon II X4 610e,Athlon II X4 610e,AMD,1871,4,45.0,AM3,Desktop
Intel Core i3-2105,i3 2105,Intel,1871,2,65.0,LGA1155,Desktop
Intel Pentium G2120,Pentium G2120,Intel,1870,2,55.0,FCLGA1155,Desktop
AMD A6-9500,A6 9500,AMD,1864,2,65.0,AM4,Desktop
AMD Opteron 2378,Opteron 2378,AMD,1864,4,75.0,F (1207),Server
"Qualcomm Technologies, Inc SDM460","Qualcomm Technologies, Inc SDM460",Unknown,1861,8,,unknown,Mobile/Embedded
Intel Core i5-4230U,i5 4230U,Intel,1853,2,15.0,FCBGA1364,Laptop
Intel Core i3-4110U,i3 4110U,Intel,1853,2,,unknown,Laptop
Intel Pentium 1403,Pentium 1403,Intel,1851,2,80.0,LGA1356,Server
ARM Cortex-A53 6 Core 1896 MHz,ARM Cortex A53 6 Core 1896 MHz,Intel,1851,6,,unknown,Unknown
Intel Celeron G3900TE,Celeron G3900TE,Intel,1850,2,35.0,FCLGA1151,Laptop
AMD Phenom II X4 810,Phenom II X4 810,AMD,1849,4,95.0,AM3,Desktop
Intel Pentium G3220,Pentium G3220,Intel,1849,2,54.0,FCLGA1150,Desktop
Intel Core i3-4100E,i3 4100E,Intel,1848,2,37.0,FCBGA1364,Mobile/Embedded
MediaTek MT8183,MediaTek MT8183,Unknown,1847,8,,unknown,Mobile/Embedded
Intel Core i3-2310E,i3 2310E,Intel,1845,2,35.0,FCBGA1023,Laptop
Intel Core2 Extreme Q9300,Core2 Extreme Q9300,Intel,1845,4,45.0,PGA478,Desktop
AMD Phenom II X3 B77,Phenom II X3 B77,AMD,1844,3,95.0,AM2+/AM3,Unknown
AMD Phenom II X4 805,Phenom II X4 805,AMD,1844,4,95.0,AM3,Desktop
AMD A8-5550M APU,A8 5550M APU,AMD,1844,4,35.0,FS1r2,Laptop
AMD A6-9500E,A6 9500E,AMD,1841,2,35.0,AM4,Desktop
UIS7862A,UIS7862A,Unknown,1839,8,,unknown,Mobile/Embedded
Intel Xeon X3323,Xeon X3323,Intel,1837,4,80.0,LGA775,Server
AMD FX-7500 APU,FX 7500 APU,AMD,1835,4,19.0,FP3,Laptop
AMD Athlon II X3 455,Athlon II X3 455,AMD,1832,3,95.0,AM3,Desktop
Intel Core i5-560M,i5 560M,Intel,1832,2,35.0,BGA1288,Laptop
AMD A6-3620 APU,A6 3620 APU,AMD,1830,4,65.0,FM1,Desktop
AMD Phenom II X4 B15e,Phenom II X4 B15e,AMD,1825,4,,AM2+/AM3,Desktop
Intel Core i3-3130M,i3 3130M,Intel,1824,2,35.0,BGA1023,Laptop
SAMSUNG Exynos7420,SAMSUNG Exynos7420,Unknown,1824,8,,unknown,Mobile/Embedded
Intel Core i3-2330E,i3 2330E,Intel,1823,2,35.0,rPGA988,Desktop
Intel Core M-5Y10c,M 5Y10c,Intel,1822,2,4.5,FCBGA1234,Laptop
Intel Core i3-2100,i3 2100,Intel,1819,2,65.0,LGA1155,Desktop
Intel Xeon X3220,Xeon X3220,Intel,1819,4,105.0,LGA775,Server
Intel Core i7-610E,i7 610E,Intel,1818,2,35.0,BGA1288,Laptop
Intel Core i5-4302Y,i5 4302Y,Intel,1817,2,11.5,FCBGA1168,Desktop
AMD A8-6500T APU,A8 6500T APU,AMD,1816,2,45.0,FM2,Desktop
Intel Xeon E5345,Xeon E5345,Intel,1814,4,80.0,LGA771,Server
Intel Core2 Quad Q8300,Core2 Quad Q8300,Intel,1814,4,95.0,LGA775,Desktop
Intel Core i7-2637M,i7 2637M,Intel,1811,2,17.0,BGA1023,Laptop
AMD Athlon X4 620,Athlon X4 620,AMD,1810,4,95.0,unknown,Unknown
"Qualcomm Technologies, Inc SDM632","Qualcomm Technologies, Inc SDM632",Unknown,1809,8,,unknown,Mobile/Embedded
AMD Athlon II X3 445,Athlon II X3 445,AMD,1808,3,95.0,AM3,Desktop
Intel Core M-5Y70,M 5Y70,Intel,1807,2,4.5,BGA1234,Laptop
AMD Phenom 9750 Quad-Core,Phenom 9750 Quad Core,Intel,1804,4,125.0,AM2+,Desktop
AMD A8-7410 APU,A8 7410 APU,AMD,1801,4,25.0,unknown,Laptop
AMD A6-7470K,A6 7470K,AMD,1799,1,65.0,FM2+,Desktop
AMD Opteron 1381,Opteron 1381,AMD,1797,4,75.0,AM3,Server
Intel Core2 Quad Q8200,Core2 Quad Q8200,Intel,1797,4,95.0,LGA775,Desktop
AMD Phenom II X940 Quad-Core,Phenom II X940 Quad Core,Intel,1797,4,45.0,S1,Laptop
AMD GX-420MC SOC,GX 420MC SOC,AMD,1796,4,17.5,FTB3b,Laptop
AMD Athlon X4 530,Athlon X4 530,AMD,1786,4,25.0,AM1,Desktop
AMD Phenom X4 Quad-Core GP-9730,Phenom X4 Quad Core GP 9730,Intel,1784,4,,AM2+ (940-pin),Desktop
Snapdragon 835,Snapdragon 835,Unknown,1784,8,9.0,unknown,Unknown
AMD Athlon X3 455,Athlon X3 455,AMD,1783,3,95.0,AM2+/AM3,Unknown
Intel Core i7-740QM,i7 740QM,Intel,1782,4,45.0,PGA988A,Laptop
AMD Athlon X3 435,Athlon X3 435,AMD,1781,3,95.0,unknown,Unknown
"Qualcomm Technologies, Inc SDM630","Qualcomm Technologies, Inc SDM630",Unknown,1780,8,,unknown,Mobile/Embedded
Intel Core2 Quad Q6600,Core2 Quad Q6600,Intel,1778,4,105.0,LGA775,Desktop
AMD A8-6410 APU,A8 6410 APU,AMD,1777,4,15.0,BGA769 (FT3b),Laptop
AMD Phenom II X4 910,Phenom II X4 910,AMD,1776,4,95.0,AM3,Desktop
AMD A8-5557M APU,A8 5557M APU,AMD,1774,4,35.0,FP2,Laptop
AMD R-464L APU,R 464L APU,AMD,1773,4,35.0,FS1r2,Unknown
Intel Core i7-820QM,i7 820QM,Intel,1768,4,45.0,PGA988A,Laptop
AMD Phenom II N830 3+1,Phenom II N830 3+1,AMD,1768,4,35.0,S1,Laptop
AMD GX-420CA SOC,GX 420CA SOC,AMD,1767,4,25.0,FT3 (769-BGA),Laptop
Intel Core2 Quad Q9100,Core2 Quad Q9100,Intel,1764,4,45.0,PGA478,Laptop
AMD Athlon II X3 450,Athlon II X3 450,AMD,1763,3,95.0,AM3,Desktop
Intel Xeon L5408,Xeon L5408,Intel,1761,4,40.0,LGA771,Server
AMD A10-4657M APU,A10 4657M APU,AMD,1759,4,35.0,FP2,Laptop
Intel Celeron G1840,Celeron G1840,Intel,1758,2,53.0,FCLGA1150,Desktop
Intel Atom C3538,Atom C3538,Intel,1756,4,15.0,FCBGA1310,Server
Intel Pentium G3240T,Pentium G3240T,Intel,1755,2,35.0,LGA1150,Desktop
Intel Pentium G3260T,Pentium G3260T,Intel,1755,2,35.0,LGA1150,Desktop
Intel Core i5-540M,i5 540M,Intel,1752,2,35.0,BGA1288,Laptop
MediaTek MT8768WT,MediaTek MT8768WT,Unknown,1748,8,,unknown,Mobile/Embedded
MT6765,MT6765,Unknown,1748,8,,unknown,Mobile/Embedded
MT6797M,MT6797M,Unknown,1745,10,,unknown,Mobile/Embedded
Intel Core i3-4000M,i3 4000M,Intel,1744,2,37.0,FCPGA946,Laptop
HP Hexa-Core 2.0GHz,HP Hexa Core 2.0GHz,Intel,1741,4,,unknown,Unknown
AMD A10-5745M APU,A10 5745M APU,AMD,1738,4,25.0,FP2,Laptop
AMD Athlon 5350 APU,Athlon 5350 APU,AMD,1737,4,25.0,"AM1,FS1B",Desktop
AMD Phenom 9600B Quad-Core,Phenom 9600B Quad Core,Intel,1736,4,95.0,AM2+,Desktop
AMD A6-7310 APU,A6 7310 APU,AMD,1736,4,25.0,unknown,Laptop
AMD GX-424CC SOC,GX 424CC SOC,AMD,1735,4,25.0,FT3b,Laptop
AArch64 rev 4 (aarch64),AArch64 rev 4 (aarch64),Unknown,1735,8,,unknown,Unknown
AMD Opteron 2356,Opteron 2356,AMD,1733,4,75.0,F (1207),Server
Intel Core i5-2557M,i5 2557M,Intel,1732,2,17.0,BGA1023,Laptop
MT6752,MT6752,Unknown,1728,8,,unknown,Mobile/Embedded
Intel Pentium G3250T,Pentium G3250T,Intel,1726,2,35.0,LGA1150,Desktop
MediaTek MT8768CT,MediaTek MT8768CT,Unknown,1724,8,,unknown,Mobile/Embedded
MediaTek MT6797T,MediaTek MT6797T,Unknown,1723,10,,unknown,Mobile/Embedded
AMD Phenom X2 Dual-Core GE-6060,Phenom X2 Dual Core GE 6060,Intel,1722,2,,unknown,Unknown
AMD Athlon II X3 440,Athlon II X3 440,AMD,1718,3,95.0,AM3,Desktop
Intel Core i3-4158U,i3 4158U,Intel,1718,2,28.0,FCBGA1168,Laptop
AMD A10-7300 APU,A10 7300 APU,AMD,1715,4,19.0,FP3,Laptop
"Qualcomm Technologies, Inc APQ8053","Qualcomm Technologies, Inc APQ8053",Unknown,1712,8,,unknown,Mobile/Embedded
AMD Athlon II X4 600e,Athlon II X4 600e,AMD,1711,4,45.0,AM3,Desktop
Intel Pentium G2030,Pentium G2030,Intel,1711,2,55.0,FCLGA1155,Desktop
Intel Celeron G1630,Celeron G1630,Intel,1707,2,55.0,FCLGA1155,Desktop
AMD PRO A6-8500B,PRO A6 8500B,AMD,1704,2,15.0,FP4,Laptop
AMD Opteron 1356,Opteron 1356,AMD,1703,4,75.0,AM2,Server
HiSilicon Kirin 659,HiSilicon Kirin 659,Unknown,1703,8,,unknown,Mobile/Embedded
AMD PRO A4-3350B APU,PRO A4 3350B APU,AMD,1702,4,15.0,FT3b,Laptop
AMD Phenom 9650 Quad-Core,Phenom 9650 Quad Core,Intel,1699,4,95.0,AM2+,Desktop
AMD Phenom FX-5200 Quad-Core,Phenom FX 5200 Quad Core,Intel,1699,4,65.0,AM3,Unknown
Intel Pentium 4425Y,Pentium 4425Y,Intel,1697,2,6.0,FCBGA1515,Laptop
Intel Core i3-560,i3 560,Intel,1696,2,73.0,LGA1156,Desktop
Intel Atom x6211E,Atom x6211E,Intel,1695,2,6.0,FCBGA1493,Mobile/Embedded
Intel Celeron 4305U,Celeron 4305U,Intel,1694,2,15.0,FCBGA1528,Mobile/Embedded
Intel Celeron 3965U,Celeron 3965U,Intel,1692,2,15.0,FCBGA1356,Laptop
Intel Pentium G2100T,Pentium G2100T,Intel,1691,2,35.0,LGA1155,Desktop
Intel Celeron J4025,Celeron J4025,Intel,1688,2,10.0,FCBGA1090,Desktop
MT6765V/WB,MT6765V/WB,Unknown,1688,8,,unknown,Mobile/Embedded
Intel Core i7-2617M,i7 2617M,Intel,1687,2,17.0,BGA1023,Laptop
AMD A4-6250J APU,A4 6250J APU,AMD,1685,4,25.0,unknown,Unknown
Intel Pentium G2020,Pentium G2020,Intel,1684,2,55.0,FCLGA1155,Desktop
Intel Core i5-520M,i5 520M,Intel,1683,2,35.0,BGA1288,Laptop
AMD Phenom 9850 Quad-Core,Phenom 9850 Quad Core,Intel,1680,4,125.0,AM2+,Desktop
AMD PRO A6-7350B,PRO A6 7350B,AMD,1679,2,15.0,FMA4,Laptop
Intel Xeon L5335,Xeon L5335,Intel,1678,4,50.0,LGA771,Server
AMD A9-9430,A9 9430,AMD,1676,2,,unknown,Desktop
Intel Celeron 6305E,Celeron 6305E,Intel,1675,2,15.0,FCBGA1449,Mobile/Embedded
AMD Athlon II X3 435,Athlon II X3 435,AMD,1670,3,95.0,AM3,Desktop
Intel Celeron G1820,Celeron G1820,Intel,1670,2,53.0,FCLGA1150,Desktop
AMD Phenom II X920 Quad-Core,Phenom II X920 Quad Core,Intel,1669,4,45.0,S1,Laptop
AMD A6-6310 APU,A6 6310 APU,AMD,1666,4,15.0,FT3,Laptop
