canonical_name,cpu_name_normal,manufacturer,benchmark_score,cores,tdp,socket,category
Intel Xeon E5405,Xeon E5405,Intel,1664,4,80.0,LGA771,Server
Samsung Exynos 7880,Samsung Exynos 7880,Unknown,1664,8,,unknown,Mobile/Embedded
AMD A4-7210 APU,A4 7210 APU,AMD,1663,4,25.0,BGA,Laptop
MediaTek MT6765V/CB,MediaTek MT6765V/CB,Unknown,1663,8,,unknown,Mobile/Embedded
Samsung Exynos 7885,Samsung Exynos 7885,Unknown,1663,8,,unknown,Mobile/Embedded
AMD PRO A6-9500E,PRO A6 9500E,AMD,1662,2,35.0,AM4,Desktop
Intel Core i7-720QM,i7 720QM,Intel,1661,4,45.0,PGA988A,Laptop
MediaTek MT6765V/CA,MediaTek MT6765V/CA,Unknown,1659,8,,unknown,Mobile/Embedded
Samsung Exynos 7904,Samsung Exynos 7904,Unknown,1657,8,,unknown,Mobile/Embedded
Intel Core i3-4030Y,i3 4030Y,Intel,1654,2,11.5,FCBGA1168,Laptop
"Qualcomm Technologies, Inc MSM8953","Qualcomm Technologies, Inc MSM8953",Unknown,1654,8,,unknown,Mobile/Embedded
AMD A6-5200 APU,A6 5200 APU,AMD,1653,4,25.0,FT3,Laptop
HiSilicon Kirin 650,HiSilicon Kirin 650,Unknown,1653,8,,unknown,Mobile/Embedded
AMD A4 PRO-3340B,A4 PRO 3340B,AMD,1652,4,25.0,BGA769 (FT3),Laptop
AMD Phenom X4 Quad-Core GP-9600,Phenom X4 Quad Core GP 9600,Intel,1649,4,95.0,AM2+,Desktop
AMD A6-3600 APU,A6 3600 APU,AMD,1649,4,65.0,FM1,Desktop
MT6757W,MT6757W,Unknown,1648,8,,unknown,Mobile/Embedded
Intel Core i3-4010U,i3 4010U,Intel,1647,2,15.0,BGA1168,Laptop
AMD Phenom II N970 Quad-Core,Phenom II N970 Quad Core,Intel,1647,4,35.0,S1,Laptop
AMD A8-7100 APU,A8 7100 APU,AMD,1644,4,19.0,FP3,Laptop
AMD A6 PRO-7400B,A6 PRO 7400B,AMD,1641,1,65.0,FM2+,Desktop
Intel Core i3-3120M,i3 3120M,Intel,1641,2,35.0,PGA988,Laptop
Rockchip RK,Rockchip RK,Unknown,1641,8,,unknown,Mobile/Embedded
AMD A10-4655M APU,A10 4655M APU,AMD,1637,2,25.0,FP2,Laptop
AMD Phenom 9550 Quad-Core,Phenom 9550 Quad Core,Intel,1636,4,95.0,AM2+,Desktop
AMD Opteron 2373 EE,Opteron 2373 EE,AMD,1635,4,60.0,F (1207),Server
Nvidia Tegra T210,Nvidia Tegra T210,Unknown,1635,4,,unknown,Mobile/Embedded
Intel Core i3-4005U,i3 4005U,Intel,1634,2,15.0,FCBGA1168,Laptop
Intel Core i3-2100T,i3 2100T,Intel,1634,2,35.0,LGA1155,Desktop
Snapdragon 888,Snapdragon 888,Unknown,1630,4,,unknown,Mobile/Embedded
AMD Embedded R-Series RX-216GD,Embedded R Series RX 216GD,AMD,1628,2,15.0,BGA (FP4),"Laptop, Mobile/Embedded"
AMD A8-4500M APU,A8 4500M APU,AMD,1624,2,35.0,FS1r2,Laptop
Intel Pentium G3320TE,Pentium G3320TE,Intel,1623,2,35.0,FCLGA1150,Desktop
AMD Opteron 1354,Opteron 1354,AMD,1620,4,75.0,AM2,Server
AMD Phenom 9600 Quad-Core,Phenom 9600 Quad Core,Intel,1619,4,95.0,AM2+,Desktop
Intel Core i5 E 520,i5 E 520,Intel,1619,2,35.0,BGA1288,Desktop
AMD A6-6400B APU,A6 6400B APU,AMD,1616,1,65.0,FM2,Desktop
MediaTek MT6797,MediaTek MT6797,Unknown,1616,10,,unknown,Mobile/Embedded
Intel Celeron G1820T,Celeron G1820T,Intel,1614,2,35.0,LGA1150,Desktop
Intel Pentium G2120T,Pentium G2120T,Intel,1613,2,35.0,FCLGA1155,Desktop
MediaTek MT6757CD,MediaTek MT6757CD,Unknown,1612,8,,unknown,Mobile/Embedded
Samsung Exynos 7420,Samsung Exynos 7420,Unknown,1612,8,,unknown,Mobile/Embedded
Intel Celeron N4000C,Celeron N4000C,Intel,1611,2,6.0,FCBGA1090,Laptop
AMD A8-5545M APU,A8 5545M APU,AMD,1611,4,19.0,FP2,Laptop
Intel Core i3-3110M,i3 3110M,Intel,1609,2,35.0,BGA1023,Laptop
Intel Celeron 2000E,Celeron 2000E,Intel,1607,2,37.0,FCBGA1364,Laptop
MT6765V/WA,MT6765V/WA,Unknown,1606,8,,unknown,Mobile/Embedded
Unisoc T310,Unisoc T310,Unknown,1606,4,,unknown,Mobile/Embedded
AMD A6-8550,A6 8550,AMD,1604,2,65.0,FM2+,Desktop
MT6757WD,MT6757WD,Unknown,1602,8,,unknown,Mobile/Embedded
Intel Pentium 4415Y,Pentium 4415Y,Intel,1600,2,6.0,FCBGA1515,Laptop
AMD Phenom FX-5000 Quad-Core,Phenom FX 5000 Quad Core,Intel,1599,4,65.0,AM2+,Unknown
Intel Xeon X3210,Xeon X3210,Intel,1599,4,105.0,LGA775,Server
MT6755V/W,MT6755V/W,Unknown,1596,8,,unknown,Mobile/Embedded
Intel Core i5-4220Y,i5 4220Y,Intel,1591,2,11.5,FCBGA1364,Laptop
Qualcomm MSM8953,Qualcomm MSM8953,Unknown,1589,8,,unknown,Mobile/Embedded
Intel Core i3-550,i3 550,Intel,1588,2,73.0,LGA1156,Desktop
AMD A6-7400K APU,A6 7400K APU,AMD,1587,2,65.0,FM2+,Desktop
ARM Neoverse-N1 2 Core 0 MHz,ARM Neoverse N1 2 Core 0 MHz,Intel,1583,2,,unknown,Unknown
Intel Celeron J4005,Celeron J4005,Intel,1581,2,10.0,FCBGA1090,Desktop
AMD A8-3550MX APU,A8 3550MX APU,AMD,1579,4,45.0,FS1,Laptop
ARM phytium FT1500a 4 Core 2000 MHz,ARM phytium FT1500a 4 Core 2000 MHz,Intel,1579,4,,unknown,Unknown
AMD Athlon II X3 425,Athlon II X3 425,AMD,1576,3,95.0,AM3,Desktop
Intel Celeron G1840T,Celeron G1840T,Intel,1576,2,35.0,LGA1150,Desktop
Intel Celeron N4020,Celeron N4020,Intel,1570,2,6.0,FCBGA1090,Laptop
AMD A8-3530MX APU,A8 3530MX APU,AMD,1570,4,45.0,FS1,Laptop
Intel Core i5-3339Y,i5 3339Y,Intel,1569,2,13.0,BGA1023,Desktop
ZHAOXIN KaiXian KX-6640MA@2.2+GHz,ZHAOXIN KaiXian KX 6640MA@2.2+GHz,Unknown,1566,4,70.0,unknown,Unknown
AMD Phenom X2 Dual-Core GE-5060,Phenom X2 Dual Core GE 5060,Intel,1566,2,,unknown,Unknown
Intel Pentium G3220T,Pentium G3220T,Intel,1564,2,35.0,LGA1150,Desktop
AMD A4-6320 APU,A4 6320 APU,AMD,1563,1,65.0,FM2,Desktop
AMD Embedded G-Series GX-420GI Radeon R7E,Embedded G Series GX 420GI Radeon R7E,AMD,1561,4,16.1,FP4,"Laptop, Mobile/Embedded"
AMD Phenom II X3 B75,Phenom II X3 B75,AMD,1560,3,95.0,AM3,Desktop
Intel Celeron G1830,Celeron G1830,Intel,1560,2,53.0,LGA1150,Desktop
Intel Core i5-4200Y,i5 4200Y,Intel,1558,2,11.5,BGA1168,Desktop
AMD Phenom II N930 Quad-Core,Phenom II N930 Quad Core,Intel,1558,4,35.0,S1,Laptop
AMD Athlon II X3 420e,Athlon II X3 420e,AMD,1557,3,45.0,AM3,Desktop
AMD A8 PRO-7150B APU,A8 PRO 7150B APU,AMD,1557,4,19.0,FP3,Laptop
AMD Phenom II X3 710,Phenom II X3 710,AMD,1554,3,95.0,AM3,Desktop
Intel Pentium 3560M,Pentium 3560M,Intel,1552,2,37.0,FCPGA946,Laptop
AMD PRO A4-8350B,PRO A4 8350B,AMD,1552,1,65.0,FM2+,Desktop
AMD A6-6420B APU,A6 6420B APU,AMD,1550,1,65.0,FM2,Desktop
Intel Xeon E5335,Xeon E5335,Intel,1549,4,80.0,LGA771,Server
ZHAOXIN KaiXian ZX-C+ C4700,ZHAOXIN KaiXian ZX C+ C4700,Unknown,1547,4,,unknown,Unknown
AMD A4 PRO-7350B,A4 PRO 7350B,AMD,1544,1,65.0,FM2+,Desktop
Intel Pentium G2010,Pentium G2010,Intel,1541,2,55.0,FCLGA1155,Desktop
AMD Phenom II X3 B73,Phenom II X3 B73,AMD,1538,3,95.0,AM3,Desktop
AMD A6-6420K APU,A6 6420K APU,AMD,1538,2,65.0,FM2,Desktop
Intel Core i5-4210Y,i5 4210Y,Intel,1537,2,11.0,BGA1168,Desktop
Intel Pentium G2030T,Pentium G2030T,Intel,1535,2,35.0,LGA1155,Desktop
Apple A8,A8,Apple,1531,2,,unknown,Mobile/Embedded
Qualcomm MSM8996PRO-AB,Qualcomm MSM8996PRO AB,Unknown,1530,4,,unknown,Mobile/Embedded
AMD E2-7110 APU,E2 7110 APU,AMD,1529,4,15.0,FP4 BGA,Laptop
Intel Xeon E5504,Xeon E5504,Intel,1529,4,80.0,LGA1366,Server
"Qualcomm Technologies, Inc APQ8096","Qualcomm Technologies, Inc APQ8096",Unknown,1529,4,,unknown,Mobile/Embedded
AMD Opteron X3216 APU,Opteron X3216 APU,AMD,1525,2,15.0,unknown,Server
AMD A9-9425,A9 9425,AMD,1524,2,15.0,BGA (FT4),Laptop
Intel Xeon X5270,Xeon X5270,Intel,1524,2,80.0,LGA771,Server
AMD Phenom 9750B Quad-Core,Phenom 9750B Quad Core,Intel,1520,4,95.0,AM2+,Desktop
Intel Pentium 4405Y,Pentium 4405Y,Intel,1518,2,6.0,FCBGA1515,Laptop
Intel Core i3-540,i3 540,Intel,1516,2,73.0,LGA1156,Desktop
AMD Athlon X3 425,Athlon X3 425,AMD,1516,3,95.0,unknown,Unknown
AMD A9-9420,A9 9420,AMD,1515,2,15.0,unknown,Laptop
"Qualcomm Technologies, Inc MSM8976","Qualcomm Technologies, Inc MSM8976",Unknown,1513,8,,unknown,Mobile/Embedded
AMD Phenom 9500 Quad-Core,Phenom 9500 Quad Core,Intel,1512,4,95.0,AM2+,Desktop
AMD Opteron 2354,Opteron 2354,AMD,1509,4,115.0,F (1207),Server
Intel Celeron G1620T,Celeron G1620T,Intel,1507,2,35.0,LGA1155,Desktop
AMD Phenom II X4 900e,Phenom II X4 900e,AMD,1505,4,65.0,AM3,Desktop
AMD A9-9410,A9 9410,AMD,1504,2,25.0,FP4,Laptop
AMD Athlon X2 370K Dual Core,Athlon X2 370K Dual Core,Intel,1504,1,65.0,unknown,Unknown
AMD Phenom 9350e Quad-Core,Phenom 9350e Quad Core,Intel,1501,4,65.0,AM2+,Desktop
Intel Celeron 2970M,Celeron 2970M,Intel,1501,2,37.0,FCPGA946,Laptop
AMD PRO A6-8530B,PRO A6 8530B,AMD,1498,2,15.0,FP4,Laptop
Intel Pentium G870,Pentium G870,Intel,1495,2,65.0,FCLGA1155,Desktop
MT6763V/B,MT6763V/B,Unknown,1495,8,,unknown,Mobile/Embedded
AMD A4-7300 APU,A4 7300 APU,AMD,1492,1,65.0,FM2,Desktop
Intel Celeron 3955U,Celeron 3955U,Intel,1490,2,15.0,FCBGA1356,Laptop
AMD PRO A6-8570E,PRO A6 8570E,AMD,1489,2,35.0,unknown,Desktop
Intel Celeron 3867U,Celeron 3867U,Intel,1488,2,15.0,FCBGA1356,Laptop
Intel Core i3-2120T,i3 2120T,Intel,1486,2,35.0,LGA1155,Desktop
MediaTek MT8768WA,MediaTek MT8768WA,Unknown,1482,8,,unknown,Mobile/Embedded
AMD A4 PRO-7300B APU,A4 PRO 7300B APU,AMD,1481,1,65.0,unknown,Desktop
Intel Core2 Quad Q9000,Core2 Quad Q9000,Intel,1480,4,45.0,PGA478,Laptop
Intel Core i5-4300Y,i5 4300Y,Intel,1479,2,11.5,BGA1168,Desktop
MediaTek MT6757V,MediaTek MT6757V,Unknown,1479,8,,unknown,Mobile/Embedded
Intel Celeron G1610,Celeron G1610,Intel,1478,2,55.0,FCLGA1155,Desktop
Intel Core m5-7Y54,m5 7Y54,Intel,1475,2,,unknown,Unknown
Pentium Dual-Core E6000,Pentium Dual Core E6000,Intel,1472,2,,unknown,Unknown
AMD A4-6210 APU,A4 6210 APU,AMD,1471,4,15.0,FT3b,Laptop
Intel Xeon E7320,Xeon E7320,Intel,1469,4,80.0,604,Server
Intel Core i7-640LM,i7 640LM,Intel,1469,2,25.0,BGA1288,Laptop
AMD Phenom II X3 720,Phenom II X3 720,AMD,1466,3,95.0,AM3,Desktop
AMD A6-8500P,A6 8500P,AMD,1466,2,15.0,BGA (FP4),Laptop
Intel Celeron G1620,Celeron G1620,Intel,1466,2,55.0,FCLGA1155,Desktop
Intel Pentium J3710,Pentium J3710,Intel,1465,4,6.5,unknown,Desktop
AMD Opteron 1352,Opteron 1352,AMD,1464,4,75.0,AM2,Server
AMD Phenom II N950 Quad-Core,Phenom II N950 Quad Core,Intel,1460,4,35.0,S1,Laptop
AMD A8-3510MX APU,A8 3510MX APU,AMD,1457,4,45.0,FS1,Laptop
MT6763V/CT,MT6763V/CT,Unknown,1457,8,,unknown,Mobile/Embedded
AMD Phenom 9450e Quad-Core,Phenom 9450e Quad Core,Intel,1455,4,65.0,AM2+,Desktop
MediaTek MT6763V/V,MediaTek MT6763V/V,Unknown,1454,8,,unknown,Mobile/Embedded
AMD A6-6400K APU,A6 6400K APU,AMD,1453,1,65.0,FM2,Desktop
AMD PRO A6-9500B,PRO A6 9500B,AMD,1453,2,15.0,FP4,Laptop
Intel Xeon E5320,Xeon E5320,Intel,1451,4,80.0,LGA771,Server
Intel Xeon X5272,Xeon X5272,Intel,1451,2,80.0,LGA771,Server
Intel Core i3-530,i3 530,Intel,1449,2,73.0,LGA1156,Desktop
AMD A6-3430MX APU,A6 3430MX APU,AMD,1448,4,45.0,FS1,Laptop
Intel Xeon E5240,Xeon E5240,Intel,1448,2,65.0,LGA771,Server
Intel Core i3-4020Y,i3 4020Y,Intel,1447,2,11.5,BGA1168,Desktop
"Qualcomm Technologies, Inc MSM8996pro","Qualcomm Technologies, Inc MSM8996pro",Unknown,1446,4,,unknown,Mobile/Embedded
Intel Core i5-2467M,i5 2467M,Intel,1445,2,17.0,BGA1023,Laptop
Intel Pentium 4410Y,Pentium 4410Y,Intel,1444,2,6.0,FCBGA1515,Laptop
AMD Athlon II X3 415e,Athlon II X3 415e,AMD,1441,3,45.0,AM3,Desktop
AMD Athlon X3 440,Athlon X3 440,AMD,1438,3,95.0,unknown,Unknown
MediaTek MT6762V/WR,MediaTek MT6762V/WR,Unknown,1438,8,,unknown,Mobile/Embedded
"Qualcomm Technologies, Inc APQ8076","Qualcomm Technologies, Inc APQ8076",Unknown,1438,8,,unknown,Mobile/Embedded
Intel Pentium G860,Pentium G860,Intel,1437,2,65.0,FCLGA1155,Desktop
AMD A4-6300 APU,A4 6300 APU,AMD,1431,1,65.0,FM2,Desktop
AMD Phenom II X3 700e,Phenom II X3 700e,AMD,1430,3,65.0,AM3,Desktop
MediaTek MT6762V/WD,MediaTek MT6762V/WD,Unknown,1430,8,,unknown,Mobile/Embedded
Intel Xeon E3113,Xeon E3113,Intel,1429,2,65.0,LGA775,Server
AMD A6-5400B APU,A6 5400B APU,AMD,1428,1,65.0,FM2,Desktop
AMD Phenom II X2 560,Phenom II X2 560,AMD,1426,2,80.0,AM2+/AM3,Unknown
"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP","Qualcomm Technologies, Inc. MSM8940 PMI8940 MTP",Unknown,1426,8,,unknown,Mobile/Embedded
AMD Phenom II X3 740,Phenom II X3 740,AMD,1424,3,95.0,unknown,Unknown
ASUS Tinker Board 2/2S,ASUS Tinker Board 2/2S,Unknown,1423,6,,unknown,Mobile/Embedded
Intel Atom C2550,Atom C2550,Intel,1422,4,14.0,FCBGA1283,Server
Intel Core i7-620LM,i7 620LM,Intel,1422,2,25.0,rPGA988A,Laptop
Hisilicon Kirin 930,Hisilicon Kirin 930,Unknown,1415,8,,unknown,Mobile/Embedded
AMD Phenom 9150e Quad-Core,Phenom 9150e Quad Core,Intel,1414,4,65.0,AM2+,Desktop
Intel Celeron 5205U,Celeron 5205U,Intel,1414,2,15.0,FCBGA1528,Laptop
AMD Phenom II P960 Quad-Core,Phenom II P960 Quad Core,Intel,1412,4,35.0,S1,Laptop
Intel Atom C2558,Atom C2558,Intel,1410,4,15.0,BGA 1283,"Laptop, Mobile/Embedded"
MediaTek MT6765G,MediaTek MT6765G,Unknown,1410,8,,unknown,Mobile/Embedded
Intel Core i7-2610UE,i7 2610UE,Intel,1409,2,17.0,BGA1023,Laptop
Intel Core2 Duo E8290,Core2 Duo E8290,Intel,1408,2,65.0,LGA775,Unknown
Intel Xeon E3-1220L v3,Xeon E3 1220L v3,Intel,1407,2,13.0,LGA1150,Server
Intel Celeron 1020E,Celeron 1020E,Intel,1406,2,35.0,"FCBGA1023, FCP",Laptop
AMD Phenom II X2 565,Phenom II X2 565,AMD,1405,2,80.0,AM2+/AM3,Desktop
MT6755V/B,MT6755V/B,Unknown,1404,8,,unknown,Mobile/Embedded
Intel Pentium G6951,Pentium G6951,Intel,1401,2,73.0,LGA1156,Desktop
Intel Celeron N4000,Celeron N4000,Intel,1399,2,6.0,FCBGA1090,Laptop
AMD A8-3520M APU,A8 3520M APU,AMD,1398,4,35.0,FS1,Laptop
AMD Phenom II X2 B59,Phenom II X2 B59,AMD,1392,2,80.0,AM2+/AM3,Unknown
AMD Phenom 8600B Triple-Core,Phenom 8600B Triple Core,Intel,1390,3,95.0,AM2+,Desktop
AMD A9-9400,A9 9400,AMD,1390,2,10.0,FP4,Laptop
AMD Athlon 5150 APU,Athlon 5150 APU,AMD,1389,4,25.0,"AM1,FS1b",Desktop
MT6755V/WS,MT6755V/WS,Unknown,1389,8,,unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDA450","Qualcomm Technologies, Inc SDA450",Unknown,1388,8,,unknown,Mobile/Embedded
AMD GX-415GA SOC,GX 415GA SOC,AMD,1386,4,15.0,FT3 (769-BGA),Laptop
Intel Xeon L5310,Xeon L5310,Intel,1385,4,50.0,LGA771,Server
AMD E1-6050J APU,E1 6050J APU,AMD,1385,2,10.0,unknown,Unknown
AMD A6-3500 APU,A6 3500 APU,AMD,1382,3,65.0,FM1,Desktop
MT8176,MT8176,Unknown,1380,6,,unknown,Mobile/Embedded
Intel Pentium G850,Pentium G850,Intel,1373,2,65.0,FCLGA1155,Desktop
Intel Pentium 2020M,Pentium 2020M,Intel,1367,2,35.0,FCPGA988,Laptop
Intel Pentium N3710,Pentium N3710,Intel,1364,4,6.0,FCBGA1170,Laptop
Intel Core i3-3217UE,i3 3217UE,Intel,1362,2,17.0,BGA1023,Laptop
Intel Core2 Duo E8600,Core2 Duo E8600,Intel,1362,2,65.0,LGA775,Desktop
AMD Phenom II X2 570,Phenom II X2 570,AMD,1360,2,80.0,AM3,Desktop
AMD Athlon II X2 280,Athlon II X2 280,AMD,1355,2,65.0,AM3,Unknown
MediaTek MT6762V/WA,MediaTek MT6762V/WA,Unknown,1355,8,,unknown,Mobile/Embedded
Intel Pentium 2030M,Pentium 2030M,Intel,1353,2,35.0,FCPGA988,Laptop
Intel Pentium G645,Pentium G645,Intel,1353,2,65.0,LGA1155,Desktop
Intel Core i3-2332M,i3 2332M,Intel,1353,2,35.0,rPGA988B,Laptop
Intel Core i3-4010Y,i3 4010Y,Intel,1350,2,11.5,BGA1168,Desktop
AMD A4-5300 APU,A4 5300 APU,AMD,1349,2,65.0,FM2,Desktop
Intel Atom x7-Z8750,Atom x7 Z8750,Intel,1349,4,4.0,UTFCBGA1380,Laptop
AMD A4-5100 APU,A4 5100 APU,AMD,1346,4,15.0,FT3,Laptop
AMD A10 Micro-6700T APU,A10 Micro 6700T APU,AMD,1345,4,5.0,FT3b,Laptop
"Qualcomm Technologies, Inc MSM8956","Qualcomm Technologies, Inc MSM8956",Unknown,1345,6,,unknown,Mobile/Embedded
AMD Phenom 8750 Triple-Core,Phenom 8750 Triple Core,Intel,1343,3,95.0,AM2+,Desktop
Intel Celeron 4205U,Celeron 4205U,Intel,1341,2,15.0,FCBGA1528,Laptop
Intel Pentium 3825U,Pentium 3825U,Intel,1340,2,15.0,FCBGA1168,Laptop
MediaTek MT6762V/CB,MediaTek MT6762V/CB,Unknown,1340,8,,unknown,Mobile/Embedded
Intel Xeon L3110,Xeon L3110,Intel,1338,2,45.0,LGA775,Server
Intel Pentium G2020T,Pentium G2020T,Intel,1337,2,35.0,FCLGA1155,Desktop
Intel Xeon L5240,Xeon L5240,Intel,1337,2,40.0,LGA771,Server
AMD A6-9225,A6 9225,AMD,1336,2,15.0,BGA (FT4),Laptop
Intel Core i3-2370M,i3 2370M,Intel,1336,2,35.0,PGA988B,Laptop
Intel Celeron G1610T,Celeron G1610T,Intel,1334,2,35.0,LGA1155,Desktop
AMD Athlon II X3 405e,Athlon II X3 405e,AMD,1331,3,45.0,AM3,Desktop
Intel Xeon E3120,Xeon E3120,Intel,1330,2,65.0,LGA775,Server
AMD A4-5050 APU,A4 5050 APU,AMD,1328,4,13.5,FT3,Laptop
AMD A4-6300B APU,A4 6300B APU,AMD,1328,1,65.0,unknown,Desktop
AMD Athlon X2 280,Athlon X2 280,AMD,1327,2,65.0,AM3,Unknown
Intel Core i5 750S,i5 750S,Intel,1326,4,82.0,LGA1156,Desktop
VIA QuadCore C4650,VIA QuadCore C4650,Intel,1323,4,,unknown,Unknown
AMD Athlon II X3 400e,Athlon II X3 400e,AMD,1320,3,45.0,AM3,Desktop
Samsung Exynos 7884,Samsung Exynos 7884,Unknown,1320,8,,unknown,Mobile/Embedded
AMD Phenom II P940 Quad-Core,Phenom II P940 Quad Core,Intel,1319,4,35.0,S1,Laptop
Intel Atom x7-Z8700,Atom x7 Z8700,Intel,1318,4,4.0,BGA1380,Laptop
MT6750V/C,MT6750V/C,Unknown,1318,8,,unknown,Mobile/Embedded
AMD Opteron 2393 SE,Opteron 2393 SE,AMD,1317,2,105.0,F (1207),Server
AMD Athlon X2 340 Dual Core,Athlon X2 340 Dual Core,Intel,1315,2,65.0,unknown,Unknown
MT6763V/WT,MT6763V/WT,Unknown,1313,8,,unknown,Mobile/Embedded
Intel Core i5-480M,i5 480M,Intel,1312,2,35.0,BGA1288,Laptop
ARM Cortex-A73 6 Core 1992 MHz,ARM Cortex A73 6 Core 1992 MHz,Intel,1311,6,,unknown,Unknown
ARM Cortex-A57 4 Core 2091 MHz,ARM Cortex A57 4 Core 2091 MHz,Intel,1311,4,,unknown,Unknown
Intel Core i5-4202Y,i5 4202Y,Intel,1309,2,11.5,FCBGA1168,Desktop
Intel Pentium 3550M,Pentium 3550M,Intel,1309,2,37.0,FCPGA946,Laptop
AMD Phenom II X2 555,Phenom II X2 555,AMD,1308,2,80.0,AM2+/AM3,Desktop
AMD A8-3500M APU,A8 3500M APU,AMD,1308,4,35.0,FS1,Laptop
AMD A8-4555M APU,A8 4555M APU,AMD,1307,2,19.0,FP2,Laptop
Qualcomm MSM8996,Qualcomm MSM8996,Unknown,1307,4,,unknown,Mobile/Embedded
Intel Xeon E5310,Xeon E5310,Intel,1306,4,80.0,LGA771,Server
Unisoc SC9863a,Unisoc SC9863a,Unknown,1306,8,,unknown,Mobile/Embedded
MediaTek MT6762V/WB,MediaTek MT6762V/WB,Unknown,1303,8,,unknown,Mobile/Embedded
"Qualcomm Technologies, Inc MSM8996","Qualcomm Technologies, Inc MSM8996",Unknown,1302,4,,unknown,Mobile/Embedded
"Qualcomm Technologies, Inc SDM439","Qualcomm Technologies, Inc SDM439",Unknown,1302,8,,unknown,Mobile/Embedded
AMD Phenom X4 Quad-Core GP-9500,Phenom X4 Quad Core GP 9500,Intel,1297,4,95.0,AM2+,Desktop
Intel Pentium G6960,Pentium G6960,Intel,1293,2,73.0,LGA1156,Desktop
Hisilicon Kirin 935,Hisilicon Kirin 935,Unknown,1291,8,,unknown,Mobile/Embedded
AMD A4-5000 APU,A4 5000 APU,AMD,1289,4,15.0,FT3,Laptop
Intel Pentium N3700,Pentium N3700,Intel,1288,4,6.0,FCBGA1170,Laptop
AMD A6-9220,A6 9220,AMD,1287,2,15.0,unknown,Laptop
AMD Phenom 8850B Triple-Core,Phenom 8850B Triple Core,Intel,1281,3,95.0,unknown,Desktop
AMD Phenom 9100e Quad-Core,Phenom 9100e Quad Core,Intel,1279,4,65.0,AM2+,Desktop
AMD Phenom II X2 521,Phenom II X2 521,AMD,1279,2,65.0,AM2+/AM3,Unknown
Intel Core i5-460M,i5 460M,Intel,1279,2,35.0,BGA1288,Laptop
AMD A6-5400K APU,A6 5400K APU,AMD,1279,1,65.0,FM2,Desktop
AMD A6-9230,A6 9230,AMD,1279,2,15.0,unknown,Desktop
Unisoc UIS8581E,Unisoc UIS8581E,Unknown,1279,8,,unknown,Mobile/Embedded
AMD Sempron 240,Sempron 240,AMD,1278,2,65.0,FM2,Desktop
MT6755,MT6755,Unknown,1278,8,,unknown,Mobile/Embedded
Intel Pentium G630,Pentium G630,Intel,1277,2,65.0,LGA1155,Desktop
Intel Celeron 1020M,Celeron 1020M,Intel,1275,2,35.0,FCPGA988,Laptop
Intel Core i7-660UM,i7 660UM,Intel,1272,2,18.0,BGA1288,Laptop
AMD Embedded G-Series GX-224IJ Radeon R4E,Embedded G Series GX 224IJ Radeon R4E,AMD,1271,2,15.0,FP4,"Laptop, Mobile/Embedded"
Intel Pentium G640,Pentium G640,Intel,1270,2,65.0,LGA1155,Desktop
Intel Celeron G555,Celeron G555,Intel,1268,2,65.0,LGA1155,Desktop
Intel Celeron 3865U,Celeron 3865U,Intel,1266,2,15.0,BGA1356,Laptop
Intel Pentium A1020,Pentium A1020,Intel,1265,4,10.0,FCBGA1170,Laptop
Intel Core i3-2350M,i3 2350M,Intel,1263,2,35.0,PGA988B,Laptop
AMD A6-3420M APU,A6 3420M APU,AMD,1262,4,35.0,FS1,Laptop
AMD Phenom II X620 Dual-Core,Phenom II X620 Dual Core,Intel,1262,2,45.0,S1,Laptop
Intel Core i3-330E,i3 330E,Intel,1260,2,35.0,BGA1288,Laptop
AMD A6-5357M APU,A6 5357M APU,AMD,1260,2,35.0,FP2,Laptop
AMD A6-9210,A6 9210,AMD,1260,2,15.0,FP4,Laptop
Intel Core i3-2348M,i3 2348M,Intel,1259,2,35.0,rPGA988B,Laptop
AMD Phenom II N850 Triple-Core,Phenom II N850 Triple Core,Intel,1253,3,35.0,S1,Laptop
Intel Celeron 3765U,Celeron 3765U,Intel,1252,2,15.0,FCBGA1168,Laptop
Intel Core i3-3227U,i3 3227U,Intel,1248,2,17.0,BGA1023,Laptop
Intel Pentium J2900,Pentium J2900,Intel,1246,4,10.0,FCBGA1170,Desktop
Intel Atom C3338,Atom C3338,Intel,1245,2,8.5,FCBGA1310,"Server, Mobile/Embedded"
Intel Xeon E3110,Xeon E3110,Intel,1242,2,65.0,LGA775,Server
Intel Core2 Duo E8435,Core2 Duo E8435,Intel,1240,2,,Socket P,Laptop
Intel Xeon X5260,Xeon X5260,Intel,1238,2,80.0,LGA771,Server
Intel Core2 Duo E8500,Core2 Duo E8500,Intel,1238,2,65.0,LGA775,Desktop
Intel Atom x5-Z8500,Atom x5 Z8500,Intel,1238,4,4.0,UTFCBGA1380,Laptop
Intel Celeron 3855U,Celeron 3855U,Intel,1237,2,15.0,FCBGA1356,Laptop
Intel Celeron 2950M,Celeron 2950M,Intel,1237,2,37.0,FCPGA946,Laptop
Intel Core i3-2330M,i3 2330M,Intel,1235,2,35.0,BGA1023,Laptop
AMD Athlon II X2 270,Athlon II X2 270,AMD,1234,2,65.0,AM3,Desktop
Snapdragon 898,Snapdragon 898,Unknown,1234,4,,unknown,Mobile/Embedded
